CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Churn
13291,156,42,361.11,2,At Risk,1
13292,39,31,578.94,0,High Value,0
13294,190,54,873.74,2,At Risk,1
13295,360,10,201.2,2,At Risk,1
13296,137,5,87.4,0,High Value,1
13297,8,59,2089.85,0,High Value,0
13298,1,2,360,0,High Value,0
13299,268,5,142.5,2,At Risk,1
13300,169,20,371.89,2,At Risk,1
13301,104,81,618.09,0,High Value,1
13302,155,1,63.75,2,At Risk,1
13304,351,21,300.42,2,At Risk,1
13305,4,81,2000.86,0,High Value,0
13307,120,1,15,0,High Value,1
13308,23,54,1385.51,0,High Value,0
13309,7,107,1456.79,0,High Value,0
13310,28,72,1132.03,0,High Value,0
13311,4,26,598.57,0,High Value,0
13313,22,78,1555.32,0,High Value,0
13314,2,62,775.94,0,High Value,0
13316,37,86,5732.93,0,High Value,0
13317,66,124,2273.68,0,High Value,0
13318,1,20,640.76,0,High Value,0
13319,5,476,10845.55,0,High Value,0
13320,78,105,1532.2,0,High Value,0
13321,72,11,567.36,0,High Value,0
13322,17,25,199.48,0,High Value,0
13323,3,21,787.85,0,High Value,0
13324,36,75,7121.95,0,High Value,0
13325,82,12,675.3,0,High Value,0
13327,39,108,3627.77,0,High Value,0
13328,316,17,1308.48,2,At Risk,1
13329,32,17,789,0,High Value,0
13330,93,53,1140.93,0,High Value,0
13332,14,21,350.9,0,High Value,0
13334,82,265,3502.32,0,High Value,0
13336,77,51,795.12,0,High Value,0
13338,158,19,487.02,2,At Risk,1
13339,201,54,860.12,2,At Risk,1
13340,45,134,10736.48,0,High Value,0
13341,261,42,775.85,2,At Risk,1
13343,178,19,353.43,2,At Risk,1
13344,68,116,2511.69,0,High Value,0
13345,288,20,389.5,2,At Risk,1
13347,70,8,341.36,0,High Value,0
13348,64,14,233.76,0,High Value,0
13349,11,16,247.32,0,High Value,0
13350,16,40,979.12,0,High Value,0
13351,66,16,373.94,0,High Value,0
13352,60,24,397.98,0,High Value,0
13354,71,51,743.53,0,High Value,0
13355,122,32,674.7,0,High Value,1
13356,80,42,768.24,0,High Value,0
13357,257,89,609.4,2,At Risk,1
13358,269,29,439.03,2,At Risk,1
13359,64,23,439.56,0,High Value,0
13362,9,166,3090.74,0,High Value,0
13363,18,60,992.5,0,High Value,0
13364,71,10,134.96,0,High Value,0
13365,34,128,2225.37,0,High Value,0
13366,50,1,56.16,0,High Value,0
13368,257,29,623.4,2,At Risk,1
13369,366,14,308.28,2,At Risk,1
13370,372,39,754.87,2,At Risk,1
13372,90,23,378.64,0,High Value,0
13373,61,158,3312.25,0,High Value,0
13375,89,37,778.65,0,High Value,0
13376,99,53,1019.76,0,High Value,0
13379,26,97,572.56,0,High Value,0
13381,32,172,3639.31,0,High Value,0
13382,281,15,222.99,2,At Risk,1
13384,31,152,4151.93,0,High Value,0
13385,330,35,534.57,2,At Risk,1
13388,131,35,677.1,0,High Value,1
13389,11,51,797.96,0,High Value,0
13390,75,13,544.08,0,High Value,0
13391,204,1,59.8,2,At Risk,1
13394,2,155,2520.02,0,High Value,0
13395,185,21,307.72,2,At Risk,1
13396,29,43,1360.99,0,High Value,0
13397,73,38,1544.13,0,High Value,0
13398,192,26,457.34,2,At Risk,1
13402,127,39,621.23,0,High Value,1
13403,18,3,75,0,High Value,0
13404,1,11,252.49,0,High Value,0
13405,74,27,572.451,0,High Value,0
13408,2,478,28117.04,0,High Value,0
13410,24,28,1003.06,0,High Value,0
13411,107,18,213.55,0,High Value,1
13414,134,24,1390.5,0,High Value,1
13416,44,19,712.5,0,High Value,0
13417,5,28,640.83,0,High Value,0
13418,12,304,6127.43,0,High Value,0
13419,64,16,221.06,0,High Value,0
13420,150,8,159.85,2,At Risk,1
13421,40,102,1833.71,0,High Value,0
13422,64,127,2626.3,0,High Value,0
13425,108,78,1624.21,0,High Value,1
13426,1,157,3641.32,0,High Value,0
13427,19,29,582.6,0,High Value,0
13428,10,71,201.78,0,High Value,0
13429,11,67,1006.8,0,High Value,0
13430,19,49,679.45,0,High Value,0
13431,67,46,1269.1,0,High Value,0
13434,74,10,534.24,0,High Value,0
13435,5,101,3809.89,0,High Value,0
13436,2,12,196.89,0,High Value,0
13437,14,167,3408.06,0,High Value,0
13439,255,54,283.71,2,At Risk,1
13441,92,13,296.64,0,High Value,0
13447,23,59,1129.14,0,High Value,0
13448,17,194,3534.69,0,High Value,0
13449,24,19,291.88,0,High Value,0
13450,27,71,2043.72,0,High Value,0
13451,26,433,2898.26,0,High Value,0
13452,259,2,590,2,At Risk,1
13453,166,17,356.98,2,At Risk,1
13455,25,46,1058.34,0,High Value,0
13456,18,63,1766.72,0,High Value,0
13458,7,382,9646.57,0,High Value,0
13460,29,17,183.44,0,High Value,0
13461,39,27,1445,0,High Value,0
13462,253,9,151.5,2,At Risk,1
13464,58,41,674.68,0,High Value,0
13466,184,17,307.9,2,At Risk,1
13467,11,98,1071.91,0,High Value,0
13468,2,302,5704.97,0,High Value,0
13470,99,10,165,0,High Value,0
13471,1,254,2501.84,0,High Value,0
13473,61,21,422.64,0,High Value,0
13474,236,62,226.84,2,At Risk,1
13475,191,86,1431.78,2,At Risk,1
13476,179,58,1238.47,2,At Risk,1
13477,38,79,1454.58,0,High Value,0
13479,201,15,300.95,2,At Risk,1
13481,46,109,1804.56,0,High Value,0
13482,232,11,184.64,2,At Risk,1
13483,66,10,140.34,0,High Value,0
13484,241,8,313.8,2,At Risk,1
13485,233,23,454.24,2,At Risk,1
13486,78,69,1122.41,0,High Value,0
13487,58,34,575.4,0,High Value,0
13488,17,422,8968.31,0,High Value,0
13489,105,14,449.52,0,High Value,1
13491,52,86,1215.82,0,High Value,0
13492,136,50,1269.84,0,High Value,1
13493,275,8,618.63,2,At Risk,1
13494,312,18,316.26,2,At Risk,1
13495,8,48,2044.87,0,High Value,0
13496,11,35,653.33,0,High Value,0
13497,283,19,348.05,2,At Risk,1
13499,18,42,1159.11,0,High Value,0
13500,23,65,1166.77,0,High Value,0
13501,288,52,1340.32,2,At Risk,1
13502,17,18,292,0,High Value,0
13503,71,17,216.85,0,High Value,0
13504,64,22,295.93,0,High Value,0
13505,73,215,4393.63,0,High Value,0
13506,316,26,458.52,2,At Risk,1
13507,3,162,2479.16,0,High Value,0
13508,244,12,110.97,2,At Risk,1
13509,9,44,979.72,0,High Value,0
13510,1,115,1791.56,0,High Value,0
13512,261,15,251.21,2,At Risk,1
13513,127,10,205.1,0,High Value,1
13514,74,4,152.2,0,High Value,0
13515,73,59,891.12,0,High Value,0
13516,21,44,1389.41,0,High Value,0
13517,60,141,2128.42,0,High Value,0
13518,86,36,627.16,0,High Value,0
13519,78,8,122.75,0,High Value,0
13520,59,93,3624.35,0,High Value,0
13521,1,418,1071.73,0,High Value,0
13522,30,5,125.8,0,High Value,0
13523,33,172,3964.88,0,High Value,0
13524,41,27,680.18,0,High Value,0
13525,15,6,628.78,0,High Value,0
13527,34,217,2242.36,0,High Value,0
13529,79,15,307.76,0,High Value,0
13531,205,22,483.8,2,At Risk,1
13532,34,66,210.31,0,High Value,0
13533,183,75,269.09,2,At Risk,1
13534,2,296,5870.08,0,High Value,0
13536,1,178,3444.39,0,High Value,0
13538,43,25,1280.85,0,High Value,0
13539,86,37,631.34,0,High Value,0
13544,40,78,276.06,0,High Value,0
13546,12,97,621.09,0,High Value,0
13548,96,123,678.16,0,High Value,0
13549,26,51,918.2,0,High Value,0
13551,319,4,91.8,2,At Risk,1
13552,66,109,3740.07,0,High Value,0
13555,74,135,4098.88,0,High Value,0
13557,28,34,584.06,0,High Value,0
13558,6,169,594.52,0,High Value,0
13560,7,32,171.42,0,High Value,0
13561,216,14,141.86,2,At Risk,1
13562,82,82,1799.33,0,High Value,0
13563,84,49,777.53,0,High Value,0
13564,144,81,1724.67,0,High Value,1
13565,19,38,240.22,0,High Value,0
13566,41,169,856.84,0,High Value,0
13568,173,43,187.05,2,At Risk,1
13569,17,79,338.62,0,High Value,0
13570,243,27,239.49,2,At Risk,1
13571,13,340,2088.94,0,High Value,0
13572,206,33,1384.25,2,At Risk,1
13573,50,25,290.25,0,High Value,0
13575,23,46,732.07,0,High Value,0
13576,10,126,6717.34,0,High Value,0
13577,25,83,1687.6,0,High Value,0
13579,15,23,467.04,0,High Value,0
13581,309,10,118,2,At Risk,1
13583,156,53,781.03,2,At Risk,1
13584,307,24,142.4,2,At Risk,1
13587,64,8,712.4,0,High Value,0
13588,16,174,2478.95,0,High Value,0
13589,15,21,379.65,0,High Value,0
13590,11,87,1981.92,0,High Value,0
13591,65,58,1117.13,0,High Value,0
13592,36,16,247.96,0,High Value,0
13593,108,127,2011.88,0,High Value,1
13594,53,26,396.97,0,High Value,0
13596,6,146,664.11,0,High Value,0
13598,47,35,160.04,0,High Value,0
13599,1,246,5149.92,0,High Value,0
13600,312,19,219.52,2,At Risk,1
13601,45,99,693.32,0,High Value,0
13602,65,23,428.89,0,High Value,0
13603,26,27,164.34,0,High Value,0
13606,29,40,276.75,0,High Value,0
13607,40,97,675.51,0,High Value,0
13610,12,215,1082.33,0,High Value,0
13611,89,72,1154.4,0,High Value,0
13614,24,195,1585.46,0,High Value,0
13615,319,23,417.69,2,At Risk,1
13617,40,44,544.18,0,High Value,0
13618,174,13,177.34,2,At Risk,1
13621,117,19,213.85,0,High Value,1
13623,31,78,727.74,0,High Value,0
13626,253,19,257.23,2,At Risk,1
13627,59,92,1638.47,0,High Value,0
13629,23,59,7792.36,0,High Value,0
13630,5,71,2031.78,0,High Value,0
13631,100,11,3070.42,0,High Value,0
13632,25,145,2118.93,0,High Value,0
13634,33,186,1547.36,0,High Value,0
13635,68,62,1071.03,0,High Value,0
13636,37,63,949.12,0,High Value,0
13637,52,99,804.3,0,High Value,0
13638,16,8,122.64,0,High Value,0
13639,74,40,1033.34,0,High Value,0
13642,216,57,312.28,2,At Risk,1
13643,31,28,519.44,0,High Value,0
13644,16,146,2624.26,0,High Value,0
13645,120,5,252.1,0,High Value,1
13647,10,78,1648.12,0,High Value,0
13649,257,23,346.6,2,At Risk,1
13650,17,96,1836.34,0,High Value,0
13651,35,6,94.2,0,High Value,0
13652,46,63,1095.08,0,High Value,0
13654,43,166,2707.33,0,High Value,0
13655,114,56,932.97,0,High Value,1
13656,165,49,379.65,2,At Risk,1
13657,11,16,382.14,0,High Value,0
13658,10,108,2639.17,0,High Value,0
13659,206,103,1563,2,At Risk,1
13662,86,52,881.26,0,High Value,0
13663,179,13,189.47,2,At Risk,1
13666,60,12,84.65,0,High Value,0
13667,149,83,299.05,2,At Risk,1
13668,3,463,6309.83,0,High Value,0
13669,51,9,218.55,0,High Value,0
13670,75,25,349.7,0,High Value,0
13672,301,6,186.39,2,At Risk,1
13673,19,60,387.44,0,High Value,0
13675,151,25,486.82,2,At Risk,1
13678,152,16,232.6,2,At Risk,1
13680,1,194,3719.12,0,High Value,0
13681,18,57,827.83,0,High Value,0
13682,187,3,59.5,2,At Risk,1
13684,286,29,65.13,2,At Risk,1
13685,3,39,3119.44,0,High Value,0
13686,183,8,72,2,At Risk,1
13689,63,6,910,0,High Value,0
13690,59,9,172.25,0,High Value,0
13692,25,53,1488.32,0,High Value,0
13694,4,568,65039.62,1,Regular,0
13695,31,90,2504.13,0,High Value,0
13697,39,12,151.3,0,High Value,0
13699,155,14,308.58,2,At Risk,1
13700,26,194,2248.63,0,High Value,0
13703,318,1,99.5,2,At Risk,1
13704,5,134,2308.06,0,High Value,0
13705,8,28,711.86,0,High Value,0
13706,303,20,330.79,2,At Risk,1
13707,267,48,806.41,2,At Risk,1
13708,271,49,285.33,2,At Risk,1
13709,4,335,6307.65,0,High Value,0
13710,32,8,180.48,0,High Value,0
13711,219,13,252.06,2,At Risk,1
13712,247,10,228.84,2,At Risk,1
13715,281,104,1077.39,2,At Risk,1
13716,269,21,138.28,2,At Risk,1
13717,32,102,1445.01,0,High Value,0
13718,246,12,306.55,2,At Risk,1
13719,15,60,1041.68,0,High Value,0
13720,117,43,799.9,0,High Value,1
13721,36,28,524.14,0,High Value,0
13722,132,85,2375.41,0,High Value,1
13723,217,6,199.85,2,At Risk,1
13725,50,104,1980.56,0,High Value,0
13726,39,42,1079.66,0,High Value,0
13727,29,20,333.48,0,High Value,0
13728,37,63,1016.14,0,High Value,0
13730,136,43,752.6,0,High Value,1
13731,219,38,610.59,2,At Risk,1
13732,28,33,491.86,0,High Value,0
13735,25,195,2883.54,0,High Value,0
13736,5,190,729.8,0,High Value,0
13737,200,30,339.6,2,At Risk,1
13739,18,3,216.9,0,High Value,0
13740,241,23,350.75,2,At Risk,1
13741,72,34,668.43,0,High Value,0
13742,17,313,3107.87,0,High Value,0
13743,3,41,1341.6,0,High Value,0
13744,95,63,1080.52,0,High Value,0
13745,162,25,300.04,2,At Risk,1
13747,374,1,79.6,2,At Risk,1
13748,96,28,948.25,0,High Value,0
13750,54,24,1647.26,0,High Value,0
13751,288,9,296.25,2,At Risk,1
13752,124,75,1175.38,0,High Value,1
13753,288,35,741.26,2,At Risk,1
13754,152,12,282.6,2,At Risk,1
13755,4,321,2108.06,0,High Value,0
13756,2,142,5189.52,0,High Value,0
13758,12,117,3190.55,0,High Value,0
13759,33,25,659.41,0,High Value,0
13760,54,57,286.79,0,High Value,0
13761,50,70,1070.65,0,High Value,0
13762,219,7,306.72,2,At Risk,1
13763,63,15,1714.96,0,High Value,0
13764,71,207,1519.42,0,High Value,0
13767,2,368,17220.36,0,High Value,0
13769,2,135,2796.51,0,High Value,0
13771,64,119,2634.45,0,High Value,0
13772,34,173,1122.63,0,High Value,0
13774,82,22,345,0,High Value,0
13777,1,197,25977.16,0,High Value,0
13778,103,9,178.7,0,High Value,1
13780,7,57,360.01,0,High Value,0
13781,251,17,127.84,2,At Risk,1
13782,13,113,908.86,0,High Value,0
13784,10,31,2462.79,0,High Value,0
13786,367,7,230.4,2,At Risk,1
13787,76,31,309.04,0,High Value,0
13790,4,45,348.8,0,High Value,0
13791,128,11,1516,0,High Value,1
13792,66,13,195.55,0,High Value,0
13798,1,349,37153.85,0,High Value,0
13799,117,39,688.86,0,High Value,1
13800,310,33,558.32,2,At Risk,1
13801,67,23,324.8,0,High Value,0
13802,139,60,4599.42,0,High Value,1
13803,255,17,277.07,2,At Risk,1
13804,31,135,2588.39,0,High Value,0
13805,52,13,924.6,0,High Value,0
13806,64,10,256.38,0,High Value,0
13807,367,7,112.6,2,At Risk,1
13808,6,76,1747.66,0,High Value,0
13809,305,12,155.05,2,At Risk,1
13810,29,35,1499.01,0,High Value,0
13811,184,13,814.5,2,At Risk,1
13812,42,36,539,0,High Value,0
13813,40,69,1366.86,0,High Value,0
13814,92,57,1579.12,0,High Value,0
13815,22,176,4027.36,0,High Value,0
13816,24,28,571.67,0,High Value,0
13817,29,24,382.98,0,High Value,0
13819,302,36,1140.35,2,At Risk,1
13821,145,59,385.64,2,At Risk,1
13822,6,96,632,0,High Value,0
13823,19,40,957.66,0,High Value,0
13824,33,46,1698.94,0,High Value,0
13826,176,10,189.5,2,At Risk,1
13827,58,92,409.8,0,High Value,0
13828,22,15,209.49,0,High Value,0
13831,16,72,2198.45,0,High Value,0
13832,19,3,52.2,0,High Value,0
13833,159,28,383.85,2,At Risk,1
13835,25,55,834.57,0,High Value,0
13837,212,18,266.59,2,At Risk,1
13838,6,165,674.82,0,High Value,0
13841,253,1,85,2,At Risk,1
13842,59,206,3385.62,0,High Value,0
13844,11,20,361.62,0,High Value,0
13845,65,9,312.98,0,High Value,0
13846,25,55,865.06,0,High Value,0
13848,92,5,1255,0,High Value,0
13849,52,101,1537.95,0,High Value,0
13850,129,93,1595.48,0,High Value,1
13851,96,81,2651.46,0,High Value,0
13853,57,23,1090.14,0,High Value,0
13854,9,110,8109.52,0,High Value,0
13856,169,14,388.5,2,At Risk,1
13858,57,11,216.17,0,High Value,0
13859,326,28,201.16,2,At Risk,1
13860,1,76,1245.9,0,High Value,0
13862,18,139,2209.36,0,High Value,0
13863,248,20,305.78,2,At Risk,1
13865,58,30,501.56,0,High Value,0
13866,74,7,145.67,0,High Value,0
13867,31,60,1005.09,0,High Value,0
13868,7,33,3192.54,0,High Value,0
13869,123,304,3083.65,0,High Value,1
13870,2,115,2770.94,0,High Value,0
13871,23,336,6403.25,0,High Value,0
13873,120,23,389.6,0,High Value,1
13874,358,18,540.45,2,At Risk,1
13875,54,104,1786.79,0,High Value,0
13876,64,7,122.7,0,High Value,0
13877,86,3,117.24,0,High Value,0
13878,55,35,1271.57,0,High Value,0
13880,21,165,3219.77,0,High Value,0
13881,4,178,17159.52,0,High Value,0
13882,3,65,1191.13,0,High Value,0
13883,11,142,2674.48,0,High Value,0
13884,7,59,787.6,0,High Value,0
13885,189,28,506.8,2,At Risk,1
13886,71,16,243.56,0,High Value,0
13887,204,19,349.55,2,At Risk,1
13888,120,39,595.67,0,High Value,1
13889,93,15,416.9,0,High Value,0
13890,1,110,1883.81,0,High Value,0
13892,27,27,632.97,0,High Value,0
13893,298,21,821.1,2,At Risk,1
13894,24,27,564.62,0,High Value,0
13895,28,118,2593.07,0,High Value,0
13897,50,17,311.16,0,High Value,0
13898,326,12,155.93,2,At Risk,1
13899,16,19,388.52,0,High Value,0
13900,183,43,740.95,2,At Risk,1
13901,72,149,2867.2,0,High Value,0
13904,37,26,332.64,0,High Value,0
13908,80,122,2369.55,0,High Value,0
13911,57,148,2580.91,0,High Value,0
13914,12,33,626.45,0,High Value,0
13917,50,18,272.04,0,High Value,0
13918,50,30,1212.84,0,High Value,0
13919,59,28,384.81,0,High Value,0
13922,352,7,172.25,2,At Risk,1
13923,54,20,351.13,0,High Value,0
13924,2,117,1838.85,0,High Value,0
13925,93,41,678.25,0,High Value,0
13926,23,11,223.85,0,High Value,0
13927,75,21,348.99,0,High Value,0
13928,11,27,464.57,0,High Value,0
13929,169,9,842.65,2,At Risk,1
13930,58,17,337.34,0,High Value,0
13931,96,58,1237.53,0,High Value,0
13932,295,16,307.4,2,At Risk,1
13933,109,23,608.79,0,High Value,1
13934,264,31,922.1,2,At Risk,1
13936,180,26,376.58,2,At Risk,1
13937,169,9,158.85,2,At Risk,1
13938,35,7,71.66,0,High Value,0
13939,23,45,568.55,0,High Value,0
13940,17,49,839.14,0,High Value,0
13941,22,45,5112.96,0,High Value,0
13946,79,11,561.57,0,High Value,0
13947,65,5,90.6,0,High Value,0
13948,361,3,102,2,At Risk,1
13949,3,160,2427.32,0,High Value,0
13950,11,35,745.06,0,High Value,0
13951,176,39,674.45,2,At Risk,1
13952,218,137,3251.071,2,At Risk,1
13953,7,20,3515.68,0,High Value,0
13954,2,25,439.92,0,High Value,0
13955,154,33,322.96,2,At Risk,1
13956,5,147,1019.27,0,High Value,0
13959,79,90,594.04,0,High Value,0
13960,21,12,230.22,0,High Value,0
13962,22,11,169.55,0,High Value,0
13963,308,35,664.54,2,At Risk,1
13967,146,2,80.7,2,At Risk,1
13969,7,619,9024.17,0,High Value,0
13971,19,149,2758.26,0,High Value,0
13972,71,15,190.25,0,High Value,0
13973,287,11,264.7,2,At Risk,1
13974,49,28,413.59,0,High Value,0
13975,31,329,2461.24,0,High Value,0
13976,207,10,357.98,2,At Risk,1
13978,15,15,196.79,0,High Value,0
13979,73,54,869.87,0,High Value,0
13980,60,11,200.14,0,High Value,0
13982,39,111,1871.81,0,High Value,0
13983,30,107,2603.43,0,High Value,0
13984,27,16,920.51,0,High Value,0
13985,4,351,7060.13,0,High Value,0
13986,17,13,320.46,0,High Value,0
13988,20,234,4147.96,0,High Value,0
13989,66,41,1266.08,0,High Value,0
13990,213,16,311.3,2,At Risk,1
13991,12,82,852.88,0,High Value,0
13992,30,5,76.8,0,High Value,0
13993,43,121,3466.36,0,High Value,0
13994,4,148,2274.14,0,High Value,0
13995,15,86,1393.69,0,High Value,0
13999,10,208,3901.81,0,High Value,0
14000,211,15,635.66,2,At Risk,1
14001,46,39,2043.08,0,High Value,0
14002,134,47,529.73,0,High Value,1
14004,43,171,4582.64,0,High Value,0
14005,10,84,2874.72,0,High Value,0
14006,116,30,962.19,0,High Value,1
14009,198,42,695.61,2,At Risk,1
14012,278,11,328.8,2,At Risk,1
14013,110,34,473.02,0,High Value,1
14014,77,39,505.18,0,High Value,0
14015,53,20,917.34,0,High Value,0
14016,162,161,4341.21,2,At Risk,1
14019,47,66,1421.61,0,High Value,0
14020,17,39,642.8,0,High Value,0
14021,155,22,631.9,2,At Risk,1
14022,225,28,440,2,At Risk,1
14023,7,31,584.07,0,High Value,0
14024,122,16,327.7,0,High Value,1
14027,61,6,104.82,0,High Value,0
14029,63,15,467.66,0,High Value,0
14030,18,242,2358.84,0,High Value,0
14031,7,250,17286.86,0,High Value,0
14032,2,143,2975.59,0,High Value,0
14034,22,86,648.89,0,High Value,0
14035,29,66,1428.02,0,High Value,0
14036,285,38,626.65,2,At Risk,1
14037,176,28,147.2,2,At Risk,1
14038,78,92,1560.38,0,High Value,0
14039,33,6,152.2,0,High Value,0
14040,41,229,3560.32,0,High Value,0
14041,266,21,141.41,2,At Risk,1
14044,27,206,646.42,0,High Value,0
14045,109,6,1659.75,0,High Value,1
14046,284,14,154.99,2,At Risk,1
14047,9,32,1308.61,0,High Value,0
14048,305,85,409.93,2,At Risk,1
14049,17,478,5578.72,0,High Value,0
14050,32,54,746.36,0,High Value,0
14051,1,210,15610.39,0,High Value,0
14052,20,56,225.36,0,High Value,0
14053,124,4,260.25,0,High Value,1
14054,65,6,92.46,0,High Value,0
14055,106,10,725.64,0,High Value,1
14056,1,1088,8152.71,0,High Value,0
14057,24,283,6211.66,0,High Value,0
14059,267,8,183.6,2,At Risk,1
14060,5,202,6140.42,0,High Value,0
14062,10,111,10464.85,0,High Value,0
14064,29,77,1334.34,0,High Value,0
14066,267,7,152.55,2,At Risk,1
14067,64,52,374.7,0,High Value,0
14068,320,24,265.85,2,At Risk,1
14071,4,323,1437.57,0,High Value,0
14073,32,13,151.04,0,High Value,0
14075,5,43,942.26,0,High Value,0
14076,129,44,118.67,0,High Value,1
14077,41,42,499.42,0,High Value,0
14078,102,65,1049.37,0,High Value,1
14079,125,12,375.1,0,High Value,1
14080,33,4,45.6,0,High Value,0
14081,302,150,921.62,2,At Risk,1
14082,365,29,182.25,2,At Risk,1
14083,4,177,1002.9,0,High Value,0
14085,2,448,4421.29,0,High Value,0
14087,3,68,191.47,0,High Value,0
14088,10,589,50491.81,0,High Value,0
14089,57,13,158.75,0,High Value,0
14090,325,1,76.32,2,At Risk,1
14092,8,214,4076.91,0,High Value,0
14093,12,100,433.86,0,High Value,0
14096,4,5111,65164.79,3,Low Value,0
14098,37,21,147.35,0,High Value,0
14099,16,250,3104.17,0,High Value,0
14100,138,25,191.95,0,High Value,1
14101,74,35,5976.79,0,High Value,0
14102,5,58,1105.88,0,High Value,0
14104,155,21,216.21,2,At Risk,1
14105,239,74,1266.23,2,At Risk,1
14107,52,123,2703.23,0,High Value,0
14108,31,34,597.91,0,High Value,0
14109,73,9,144.2,0,High Value,0
14110,4,156,5683.15,0,High Value,0
14111,14,10,692.85,0,High Value,0
14112,23,160,2915.15,0,High Value,0
14113,4,34,1840.42,0,High Value,0
14114,274,15,386.53,2,At Risk,1
14116,20,72,1382.74,0,High Value,0
14117,144,3,90,2,At Risk,1
14121,4,159,2780.15,0,High Value,0
14124,84,5,419.58,0,High Value,0
14125,11,166,2720.63,0,High Value,0
14126,8,15,706.13,0,High Value,0
14127,123,44,709.71,0,High Value,1
14128,61,46,637.5,0,High Value,0
14129,2,52,1123.86,0,High Value,0
14130,319,66,480.91,2,At Risk,1
14132,2,200,3586.03,0,High Value,0
14133,130,28,605.64,0,High Value,1
14135,2,134,4690.31,0,High Value,0
14138,2,46,965.88,0,High Value,0
14139,46,26,415.82,0,High Value,0
14140,4,66,935.05,0,High Value,0
14141,3,40,915.13,0,High Value,0
14142,373,22,311.81,2,At Risk,1
14143,134,7,115.8,0,High Value,1
14145,47,11,3742.2,0,High Value,0
14146,9,210,4191,0,High Value,0
14147,78,5,483.4,0,High Value,0
14148,234,3,157.2,2,At Risk,1
14149,221,28,446.62,2,At Risk,1
14150,36,26,658.64,0,High Value,0
14152,75,49,621.29,0,High Value,0
14154,239,52,1345.62,2,At Risk,1
14155,266,6,118.75,2,At Risk,1
14156,10,1395,117210.08,1,Regular,0
14157,20,46,424.89,0,High Value,0
14158,40,41,507.66,0,High Value,0
14159,20,1175,4630.35,0,High Value,0
14161,216,104,1097.62,2,At Risk,1
14162,174,25,289.36,2,At Risk,1
14163,87,52,2445.91,0,High Value,0
14164,71,29,1631.77,0,High Value,0
14165,276,24,120.44,2,At Risk,1
14167,39,50,562.59,0,High Value,0
14171,98,58,363.79,0,High Value,0
14173,11,29,450.84,0,High Value,0
14174,33,26,134.46,0,High Value,0
14175,60,149,3222.3,0,High Value,0
14176,297,31,576.9,2,At Risk,1
14177,86,41,549.46,0,High Value,0
14178,9,318,1600.26,0,High Value,0
14179,41,157,701.57,0,High Value,0
14180,11,240,4748.52,0,High Value,0
14184,67,24,452.89,0,High Value,0
14185,331,3,197.65,2,At Risk,1
14188,31,65,2054.36,0,High Value,0
14189,2,265,4654.08,0,High Value,0
14191,2,259,4684.76,0,High Value,0
14193,68,42,853.39,0,High Value,0
14194,5,579,11349.52,0,High Value,0
14195,202,7,1012,2,At Risk,1
14196,107,6,335.52,0,High Value,1
14198,18,39,701.4,0,High Value,0
14199,218,2,185.4,2,At Risk,1
14201,60,37,747.44,0,High Value,0
14204,2,39,150.61,0,High Value,0
14205,17,24,466.7,0,High Value,0
14206,239,20,328.16,2,At Risk,1
14208,95,10,151.74,0,High Value,0
14209,11,87,2073.43,0,High Value,0
14210,106,102,1905.84,0,High Value,1
14211,53,112,2241.1,0,High Value,0
14212,90,9,1070.48,0,High Value,0
14214,31,67,1004.38,0,High Value,0
14215,12,108,1789.72,0,High Value,0
14216,3,59,1839.3,0,High Value,0
14217,2,100,2004.98,0,High Value,0
14218,43,12,169.48,0,High Value,0
14219,4,7,89.94,0,High Value,0
14220,247,21,632.4,2,At Risk,1
14221,42,193,3432.8,0,High Value,0
14222,177,41,683.17,2,At Risk,1
14223,92,60,991.13,0,High Value,0
14224,110,113,1009.73,0,High Value,1
14226,29,66,2214.79,0,High Value,0
14227,26,175,3350.96,0,High Value,0
14229,52,40,1547.2,0,High Value,0
14231,184,50,925.71,2,At Risk,1
14232,43,115,2048.07,0,High Value,0
14233,49,35,1462.72,0,High Value,0
14234,22,147,754.12,0,High Value,0
14235,75,79,3144.86,0,High Value,0
14236,81,15,490.86,0,High Value,0
14237,373,9,161,2,At Risk,1
14238,326,8,146.85,2,At Risk,1
14239,43,112,2380.85,0,High Value,0
14240,30,42,890.34,0,High Value,0
14241,184,10,213.7,2,At Risk,1
14242,235,16,280.55,2,At Risk,1
14243,9,141,2588.77,0,High Value,0
14245,220,108,1693.45,2,At Risk,1
14246,111,75,1474.06,0,High Value,1
14247,278,20,136.77,2,At Risk,1
14248,318,8,302.58,2,At Risk,1
14250,7,111,1904.05,0,High Value,0
14251,2,78,2879.7,0,High Value,0
14256,260,53,969.06,2,At Risk,1
14257,64,106,3099.72,0,High Value,0
14258,9,111,12669.98,0,High Value,0
14259,142,5,120,2,At Risk,1
14261,51,52,1163.45,0,High Value,0
14262,8,143,2618.23,0,High Value,0
14264,155,17,333.97,2,At Risk,1
14265,109,31,530.18,0,High Value,1
14267,163,55,1516.24,2,At Risk,1
14270,332,29,492.65,2,At Risk,1
14271,226,10,112.32,2,At Risk,1
14272,74,33,437.96,0,High Value,0
14273,51,29,559.97,0,High Value,0
14276,99,64,1119.74,0,High Value,0
14277,15,222,4188,0,High Value,0
14280,197,8,134.04,2,At Risk,1
14282,3,154,3701.44,0,High Value,0
