CustomerID,Recency,Frequency,Monetary
14014,77,39,505.18
14015,53,20,917.34
14016,162,161,4341.21
14019,47,66,1421.61
14020,17,39,642.8
14021,155,22,631.9
14022,225,28,440
14023,7,31,584.07
14024,122,16,327.7
14027,61,6,104.82
14029,63,15,467.66
14030,18,242,2358.84
14031,7,250,17286.86
14032,2,143,2975.59
14034,22,86,648.89
14035,29,66,1428.02
14036,285,38,626.65
14037,176,28,147.2
14038,78,92,1560.38
14039,33,6,152.2
14040,41,229,3560.32
14041,266,21,141.41
14044,27,206,646.42
14045,109,6,1659.75
14046,284,14,154.99
14047,9,32,1308.61
14048,305,85,409.93
14049,17,478,5578.72
14050,32,54,746.36
14051,1,210,15610.39
14052,20,56,225.36
14053,124,4,260.25
14054,65,6,92.46
14055,106,10,725.64
14056,1,1088,8152.71
14057,24,283,6211.66
14059,267,8,183.6
14060,5,202,6140.42
14062,10,111,10464.85
14064,29,77,1334.34
14066,267,7,152.55
14067,64,52,374.7
14068,320,24,265.85
14071,4,323,1437.57
14073,32,13,151.04
14075,5,43,942.26
14076,129,44,118.67
14077,41,42,499.42
14078,102,65,1049.37
14079,125,12,375.1
14080,33,4,45.6
14081,302,150,921.62
14082,365,29,182.25
14083,4,177,1002.9
14085,2,448,4421.29
14087,3,68,191.47
14088,10,589,50491.81
14089,57,13,158.75
14090,325,1,76.32
14092,8,214,4076.91
14093,12,100,433.86
14096,4,5111,65164.79
14098,37,21,147.35
14099,16,250,3104.17
14100,138,25,191.95
14101,74,35,5976.79
14102,5,58,1105.88
14104,155,21,216.21
14105,239,74,1266.23
14107,52,123,2703.23
14108,31,34,597.91
14109,73,9,144.2
14110,4,156,5683.15
14111,14,10,692.85
14112,23,160,2915.15
14113,4,34,1840.42
14114,274,15,386.53
14116,20,72,1382.74
14117,144,3,90
14121,4,159,2780.15
14124,84,5,419.58
14125,11,166,2720.63
14126,8,15,706.13
14127,123,44,709.71
14128,61,46,637.5
14129,2,52,1123.86
14130,319,66,480.91
14132,2,200,3586.03
14133,130,28,605.64
14135,2,134,4690.31
14138,2,46,965.88
14139,46,26,415.82
14140,4,66,935.05
14141,3,40,915.13
14142,373,22,311.81
14143,134,7,115.8
14145,47,11,3742.2
14146,9,210,4191
14147,78,5,483.4
14148,234,3,157.2
14149,221,28,446.62
14150,36,26,658.64
14152,75,49,621.29
14154,239,52,1345.62
14155,266,6,118.75
14156,10,1395,117210.08
14157,20,46,424.89
14158,40,41,507.66
14159,20,1175,4630.35
14161,216,104,1097.62
14162,174,25,289.36
14163,87,52,2445.91
14164,71,29,1631.77
14165,276,24,120.44
14167,39,50,562.59
14171,98,58,363.79
14173,11,29,450.84
14174,33,26,134.46
14175,60,149,3222.3
14176,297,31,576.9
14177,86,41,549.46
14178,9,318,1600.26
14179,41,157,701.57
14180,11,240,4748.52
14184,67,24,452.89
14185,331,3,197.65
14188,31,65,2054.36
14189,2,265,4654.08
14191,2,259,4684.76
14193,68,42,853.39
14194,5,579,11349.52
14195,202,7,1012
14196,107,6,335.52
14198,18,39,701.4
14199,218,2,185.4
14201,60,37,747.44
14204,2,39,150.61
14205,17,24,466.7
14206,239,20,328.16
14208,95,10,151.74
14209,11,87,2073.43
14210,106,102,1905.84
14211,53,112,2241.1
14212,90,9,1070.48
14214,31,67,1004.38
14215,12,108,1789.72
14216,3,59,1839.3
14217,2,100,2004.98
14218,43,12,169.48
14219,4,7,89.94
14220,247,21,632.4
14221,42,193,3432.8
14222,177,41,683.17
14223,92,60,991.13
14224,110,113,1009.73
14226,29,66,2214.79
14227,26,175,3350.96
14229,52,40,1547.2
14231,184,50,925.71
14232,43,115,2048.07
14233,49,35,1462.72
14234,22,147,754.12
14235,75,79,3144.86
14236,81,15,490.86
14237,373,9,161
14238,326,8,146.85
14239,43,112,2380.85
14240,30,42,890.34
14241,184,10,213.7
14242,235,16,280.55
14243,9,141,2588.77
14245,220,108,1693.45
14246,111,75,1474.06
14247,278,20,136.77
14248,318,8,302.58
14250,7,111,1904.05
14251,2,78,2879.7
14256,260,53,969.06
14257,64,106,3099.72
14258,9,111,12669.98
14259,142,5,120
14261,51,52,1163.45
14262,8,143,2618.23
14264,155,17,333.97
14265,109,31,530.18
14267,163,55,1516.24
14270,332,29,492.65
14271,226,10,112.32
14272,74,33,437.96
14273,51,29,559.97
14276,99,64,1119.74
14277,15,222,4188
14280,197,8,134.04
14282,3,154,3701.44
14284,31,32,595.25
14285,21,27,1910.01
14286,24,280,4628.75
14287,8,9,176.63
14288,213,16,426.6
14289,9,47,911.26
14290,11,101,2314.65
14291,2,237,3883.25
14292,8,100,4871.93
14293,3,61,1046.56
14295,40,5,166.2
14297,18,62,1305.33
14298,8,1637,51527.3
14299,8,143,3965.62
14300,19,3,43.2
14301,117,13,640.14
14304,223,17,383.45
14305,71,105,1858.96
14306,51,33,2093.32
14307,89,180,2995.72
14309,8,117,2352.53
14311,243,20,310.26
14312,47,87,1611.59
14314,107,8,120
14315,45,101,2481.13
14317,65,24,508.58
14320,207,31,477.79
14321,11,123,1530.75
14323,115,36,605.06
14326,242,8,183.85
14327,163,12,311.65
14329,17,258,4975.24
14331,124,28,462.66
14332,23,25,840.21
14333,68,15,415.2
14334,17,162,2552.21
14335,16,60,454.86
14336,17,90,1614.91
14338,161,31,588.22
14339,243,14,309.52
14340,219,6,134.7
14341,45,128,2166.98
14342,21,21,668.56
14344,127,71,889.93
14345,39,6,108.98
14346,121,60,1021.58
14348,260,18,409.57
14349,10,31,133.5
14350,274,18,282.93
14351,165,1,51
14352,157,47,1078.96
14353,215,6,90.6
14354,6,9,163.62
14355,366,11,174.4
14356,80,33,701.23
14357,43,40,225.12
14359,19,55,912.18
14360,32,117,2118.03
14362,22,37,151.5
14364,109,69,3717.35
14367,8,521,9227.82
14368,320,8,155
14371,295,4,100.5
14373,358,4,76.55
14375,185,66,235.56
14377,191,11,617.05
14379,44,46,348.1
14381,52,56,202.68
14382,26,126,615.49
14383,38,59,1247.69
14385,9,14,202.11
14386,297,7,142.4
14387,33,139,1727.6
14388,10,186,3212.84
14389,65,45,1043.46
14390,10,284,4642.57
14393,218,5,67.95
14395,2,348,3479.91
14396,65,73,487.99
14397,3,87,2612.96
14400,149,25,574.7
14401,4,182,4051.48
14403,130,20,1475.81
14404,34,100,1449.32
14406,119,8,156.75
14407,107,73,2157.73
14408,11,106,2599.03
14409,71,54,2059.45
14410,92,190,1100.27
14411,311,14,1063
14412,43,43,770.03
14413,362,22,121.05
14414,92,97,1496.98
14415,1,579,5855.57
14416,22,14,490.22
14418,4,124,1937.25
14419,11,202,1051.79
14420,99,29,387.52
14421,57,27,813.11
14422,1,222,4263.64
14423,218,3,265.2
14424,18,1,322.08
14426,24,224,4481.67
14427,50,17,363.34
14428,7,137,1224.06
14431,303,17,470.36
14432,10,377,2248.5
14434,22,12,1372.8
14436,99,9,89.06
14437,366,5,63
14438,306,9,131.9
14439,320,32,2661.24
14440,8,55,2357.68
14441,1,51,1712.89
14442,205,63,1589.82
14443,54,93,1420.2
14446,1,277,1010.35
14447,19,70,1163.23
14448,9,20,375.35
14449,19,250,885.8
14450,181,40,483.25
14451,60,105,643.9
14452,11,60,259.05
14453,190,22,119.93
14456,5,947,3017.28
14457,311,4,113.64
14459,155,37,1837.92
14460,110,16,434.34
14461,148,180,2103.06
14462,66,233,1980.57
14463,98,6,529.62
14465,247,123,1038.44
14466,29,72,2272.4
14467,18,89,596.26
14470,12,43,461.19
14472,104,265,1852.67
14473,74,7,234.34
14474,46,29,547.66
14475,72,42,925.85
14476,257,17,193
14477,20,10,1309.6
14479,254,18,316.25
14480,11,13,279.05
14481,165,30,636.51
14482,18,137,2022.81
14483,282,9,137.1
14484,50,14,321.92
14485,39,46,162.8
14487,27,140,1165.48
14488,68,46,1064.28
14489,207,30,463.38
14491,175,17,340.93
14493,7,120,2383.24
14494,26,7,139.56
14495,51,6,123.8
14496,312,19,538.81
14497,309,29,475.37
14498,43,193,1957.32
14499,26,190,808.44
14500,88,7,356.85
14501,184,10,251.21
14502,20,608,2429.83
14503,3,164,3543.26
14504,47,107,673.26
14505,17,785,5859.43
14506,17,295,1960.65
14507,24,95,1367.88
14508,22,55,268.05
14511,11,68,1314.81
14512,188,23,275.28
14513,101,12,455.59
14514,61,69,990.2
14515,18,98,2076.89
14517,33,18,330.45
14518,64,16,174.37
14520,2,4,270.6
14522,24,17,974.54
14523,108,12,241.09
14524,32,197,1843.83
14525,20,282,4215.9
14527,3,971,8507.13
14528,37,18,364.22
14529,60,213,578.61
14530,26,213,2862.11
14532,236,64,932.85
14533,25,62,1949.72
14534,3,508,4397.3
14535,60,328,2854.84
14536,260,18,170.95
14537,58,10,355.56
14538,65,19,388.25
14539,16,32,537.48
14540,10,71,952.66
14541,59,105,1453.35
14542,186,5,103.25
14543,29,71,3599.73
14544,24,111,2004.3
14546,5,397,2573.93
14547,4,355,3974.75
14548,151,4,652.8
14549,311,56,289.24
14550,11,47,757.37
14551,18,10,186.23
14552,152,57,164.22
14553,19,113,859.27
14554,10,203,2279.49
14555,57,19,312.54
14557,85,16,788.38
14560,7,74,2237.77
14561,76,69,1080.76
14562,4,419,5006.77
14565,96,127,3099.12
14566,111,4,1432
14567,57,33,1530.36
14569,1,12,227.39
14570,281,29,218.06
14572,3,262,2804.54
14573,180,227,1639.82
14576,372,1,35.4
14577,13,123,859.71
14578,3,24,168.63
14581,17,17,138.6
14582,41,6,114.11
14583,6,302,986.96
14584,169,98,1033.06
14585,50,29,157.05
14586,277,19,237.36
14587,19,371,1580.29
14589,372,3,39.75
14591,15,176,1320.21
14592,35,158,557.94
14593,22,151,617.15
14594,7,52,363.33
14595,20,102,1740.6
14597,11,47,866.24
14598,44,50,221.97
14600,306,25,393.33
14601,11,7,213.96
14603,275,2,660
14606,1,2677,12076.15
14607,16,81,16209.5
14608,4,20,1785.15
14609,72,4,601.56
14616,243,3,406.08
14618,9,16,553.44
14619,246,20,394.44
14620,206,26,412.78
14621,1,92,1788.36
14622,185,21,320.58
14623,32,133,886.7
14624,57,13,225.85
14625,196,53,899.63
14626,24,122,2791.27
14628,91,24,671.96
14629,4,150,955.26
14631,51,41,1006.98
14632,263,8,114.56
14633,266,20,344.9
14636,36,28,609.85
14638,51,16,443.6
14639,52,172,2984.49
14640,24,105,2107.38
14641,22,7,110.46
14642,59,2,96.12
14643,170,31,693.81
14644,68,26,830.76
14645,157,30,597.09
14646,2,2080,280206.02
14647,201,28,236.04
14649,5,186,1402.59
14651,67,101,653.75
14652,77,29,114.18
14653,1,234,1926.65
14655,8,49,1932.23
14656,169,80,291.05
14657,18,126,848.22
14658,5,29,247.15
14659,9,253,2529.93
14660,87,30,285.74
14661,27,4,107.95
14662,29,157,741.37
14664,20,98,636.24
14665,61,90,1835.7
14666,24,14,195.25
14667,11,567,9175.04
14669,242,166,1259.24
14670,280,123,392.86
14672,235,61,765.55
14673,3,74,1736.4
14675,16,97,596.36
14676,31,42,2548.24
14680,25,258,28754.11
14681,71,7,498.95
14682,188,2,52
14684,26,390,1201.51
14687,107,15,628.38
14688,8,324,5579.1
14689,209,13,112.8
14690,44,48,355.05
14691,31,71,2114.33
14692,137,68,591.55
14693,265,8,172.9
14696,4,130,2078.95
14697,218,22,188.61
14698,2,200,1217.27
14699,214,8,109.13
14700,32,112,2195.1
14701,11,327,2526.09
14702,1,342,3251.79
14703,15,22,318.17
14704,11,393,1493.96
14705,199,1,179
14708,3,28,1126.37
14709,15,196,4921.04
14710,14,136,599.48
14711,10,345,2839.62
14712,29,25,917.07
14713,9,338,2662.2
14714,24,10,160.19
14715,25,71,867.38
14716,43,51,307.51
14719,2,235,1581.84
14720,6,37,663.81
14722,147,28,180.42
14723,10,259,1122.36
14725,25,47,655.58
14727,274,10,268.58
14729,374,71,313.49
14730,1,462,1897.57
14731,47,45,380.02
14732,8,147,2702.49
14733,16,202,9585.91
14735,4,194,6065.69
14737,4,17,1164.55
14738,43,54,1314.45
14739,4,60,3902.28
14740,197,89,1448.21
14741,12,59,1400.34
14744,16,26,1099.98
14745,113,69,1220.26
14747,249,18,328.2
14748,29,89,1415.75
14752,44,5,389.64
14753,87,30,563.15
14754,45,41,638.05
14755,10,235,5010.28
14756,15,38,738.96
14757,75,19,420.5
14758,145,71,1484.06
14759,5,102,1625.97
14760,297,5,89.2
14761,59,11,255.9
14762,264,21,300.52
14764,47,6,278.3
14765,29,39,254.11
14766,8,135,2473.37
14768,17,5,192.6
14769,3,1062,10416.98
14770,232,52,876.42
14772,112,9,139.26
14775,58,60,1011.9
14776,51,117,2538.3
14778,127,35,730.86
14779,281,41,386.15
14780,55,27,447.68
14782,320,6,200.1
14784,26,15,289.99
14785,10,3,77.4
14788,7,30,679.44
14789,29,6,197.64
14790,17,46,745.06
14792,64,2,6.2
14793,21,14,228.99
14794,3,80,1319.91
14795,166,6,131.45
14796,1,1132,7975.49
14798,53,12,173.74
14799,51,13,157.7
14800,48,383,4331.79
14801,61,57,189.34
14803,162,44,845.55
14804,9,12,353.27
14805,15,46,546.4
14806,75,11,193.39
14808,40,231,2718.6
14810,41,254,2085.33
14813,370,29,152.88
14815,37,53,778.5
14816,197,4,271.85
14817,200,63,1110.34
14818,74,48,657.8
14819,64,13,272.07
14820,21,29,507.29
14821,367,2,48.8
14823,180,70,321.43
14824,10,29,1127.71
14825,4,120,2221.01
14828,197,17,2139.76
14829,29,42,697.55
14830,53,39,188.88
14834,18,67,1720.3
14836,10,6,102.45
14837,90,108,1649.5
14840,268,4,62.85
14841,53,138,3295.76
14842,44,145,2824.69
14844,64,130,3189.81
14847,149,13,309.4
14849,22,388,7930.54
14850,312,21,325.75
14851,23,28,511.35
14852,58,143,2836.69
14853,24,9,475.8
14854,78,126,2740.03
14855,119,20,645.65
14856,36,65,1290.53
14857,60,60,1173.12
14859,13,58,1353.74
14860,19,11,170.32
14861,52,6,125.79
14862,26,48,841.2
14863,29,11,266.76
14865,7,4,52.2
14866,11,99,14389.9
14867,186,36,710.28
14868,3,144,2953.59
14869,9,70,721.45
14870,262,13,327.25
14871,3,93,501.28
14873,210,28,519.68
14875,108,47,1465.32
14878,13,122,1476.09
14880,77,46,690.59
14881,20,17,255.4
14882,27,11,589.7
14883,19,53,761.59
14885,132,15,765.32
14886,253,18,364.8
14887,79,6,1862
14888,207,20,369.2
14889,336,10,135.9
14890,254,7,125.65
14891,148,33,554.38
14893,10,73,1237.85
14894,85,23,655.75
14895,8,498,11138.71
14896,205,43,468.77
14897,8,55,1366.38
14898,23,109,1269.31
14901,11,96,1421.29
14902,26,20,332.66
14903,21,350,2795.33
14904,2,69,1025.44
14905,158,17,616.15
14907,3,165,3501.1
14908,74,9,277.8
14910,3,30,434.35
14911,1,5672,143711.17
14912,17,27,867.85
14913,36,87,1227.43
14915,91,12,307.48
14916,71,77,1268.98
14918,116,45,1610.15
14920,213,57,977.77
14921,30,78,1316.07
14923,51,44,749.1
14924,246,10,310.05
14929,32,11,223.88
14930,109,127,2362.96
14931,5,41,1257.68
14932,366,17,363.53
14934,82,87,1890.94
14935,297,10,1784.71
14936,34,364,8137.02
14937,57,34,1621.88
14944,30,170,5900.25
14946,14,3,100.9
14947,72,14,290.82
14948,23,63,1101.97
14950,19,19,371.2
14951,79,20,311.69
14952,60,138,8099.49
14953,25,54,285.67
14954,12,77,294.85
14957,253,12,58.49
14958,147,41,483.73
14959,64,59,695.42
14960,8,27,221.27
14961,11,312,7044.68
14962,271,5,126.7
14963,10,192,1472.34
14964,247,13,206.21
14965,96,81,596.09
14966,15,36,183.02
14967,50,6,463.8
14968,30,37,147.59
14970,68,34,1592.06
14971,35,155,1097.98
14972,128,18,114.77
14973,107,32,1314.45
14974,37,17,89.94
14975,57,11,279.94
14976,57,72,790.86
14978,72,214,1921.37
14981,246,8,102.12
14984,19,39,202.37
14985,198,83,292.01
14987,16,4,326.4
14988,212,40,334.54
14995,39,60,231.98
14997,46,26,546.2
14998,170,74,414.87
15000,48,77,490.52
15002,116,115,1641.76
15004,147,154,1220.77
15005,16,1112,6295.37
15006,51,132,480.38
15007,159,12,156.91
15009,12,180,1259.43
15010,36,20,308.94
15012,54,122,405.04
15014,43,33,257.67
15016,173,20,170.04
15017,34,20,125.58
15018,39,31,496.21
15019,267,66,252.81
15021,9,444,1871.77
15022,12,121,852.39
15023,3,553,6720.41
15024,10,152,1636.43
15025,33,67,361.96
15026,80,61,469
15027,31,35,1066.15
15028,8,48,627.13
15030,72,7,518.28
15031,4,110,653.19
15032,256,52,4959.1
15033,5,501,2557.18
15034,16,390,4274.16
15035,90,27,252.73
15036,72,119,429.56
15038,59,125,685.74
15039,10,1477,19766.59
15041,170,66,179.93
15042,199,5,135.93
15043,31,3,537
15044,19,444,7634.73
15045,152,12,735.66
15046,9,201,5090.42
15047,270,22,343.62
15048,65,94,381
15049,274,3,121.17
15050,25,76,1737.69
15051,23,142,1383.36
15052,319,28,207.73
15053,5,69,693.95
15054,12,114,302.1
15057,275,25,1489.5
15058,25,266,2102.54
15059,41,237,1337.72
15060,8,115,294.25
15061,4,403,54534.14
15062,71,57,987.86
15063,213,5,370.8
15065,38,155,3158.13
15066,53,42,893.59
15067,78,82,1744.76
15068,46,104,553.36
15069,179,70,1109.53
15070,373,1,106.2
15071,94,26,982.07
15073,10,54,1043.41
15074,105,41,735.67
15075,78,27,773.03
15076,173,49,880.85
15078,7,440,9743.11
15079,213,47,895.61
15081,22,33,504.8
15083,257,5,88.2
15087,282,15,306.94
15088,21,57,1160.07
15089,10,145,2420.84
15090,308,23,381.32
15091,68,30,480.71
15092,215,26,457.81
15093,18,108,4597.02
15095,104,47,1370.6
15096,43,11,219.39
15097,4,25,248.08
15098,182,3,39916.5
15099,84,23,410.48
15100,334,3,876
15101,9,8,317.53
15103,31,35,703.36
15104,197,67,993.54
15105,18,101,2298.93
15106,18,100,1422.52
15107,311,17,319.5
15108,142,60,1300.25
15109,246,28,484.95
15110,24,35,996.1
15111,29,84,1567.48
15113,10,97,3509.43
15114,30,197,2760.56
15115,18,21,340.11
15116,18,45,1352.75
15117,15,79,1551.78
15118,134,1,244.8
15119,246,14,266.4
15120,134,21,358.82
15121,50,28,457.72
15122,114,82,1633.78
15123,7,106,2199.31
15124,23,15,184.19
15125,25,127,11528.48
15127,66,16,406.53
15128,60,102,1471
15129,50,84,3447.4
15130,170,22,330.11
15132,18,52,977.93
15133,128,29,982.42
15134,15,73,1387.99
15135,239,9,139.05
15136,3,68,1286.7
15139,240,13,178.96
15140,52,80,2354.25
15142,46,26,498.74
15143,226,14,259.45
15144,8,217,6580.44
15145,4,67,1194.73
15146,165,91,1327.16
15147,240,28,623.5
15148,11,20,301.29
15149,134,23,520.8
15150,17,341,5291.33
15152,10,271,4745.69
15153,31,22,329.25
15154,75,71,254.28
15156,1,55,961.49
15157,4,125,1936.07
15158,45,7,401.4
15159,2,710,18641.01
15160,357,4,158.16
15163,18,29,304.47
15164,69,101,824.58
15165,373,27,487.75
15167,321,39,158.8
15168,26,5,106.56
15171,331,5,1289.5
15172,9,110,1624.05
15174,323,11,135.75
15175,72,23,224.14
15178,260,3,40.5
15179,18,93,2206.95
15180,367,6,87.5
15181,66,16,689.48
15182,154,29,622.85
15184,29,62,402.2
15185,70,21,310.62
15186,14,19,411.41
15187,2,91,4777.18
15189,1,212,16225.39
15192,120,51,1044.32
15193,61,19,499.32
15194,3,310,7616.53
15195,3,1,3861
15197,11,32,1079.61
15198,92,10,193.64
15199,59,13,1268.7
15201,87,69,1236.54
15203,26,142,1827.8
15204,357,9,316.58
15205,85,37,653.24
15206,10,9,420.3
15208,1,42,870.12
15210,225,20,331.18
15211,60,52,894.41
15212,241,5,101.8
15213,319,24,328.35
15214,2,110,1661.44
15215,47,35,734.94
15216,88,2,96.6
15218,11,166,5756.89
15219,176,9,305.75
15220,52,117,1778.96
15221,366,5,403.25
15222,319,5,585
15223,226,20,755.75
15224,358,14,322.08
15225,234,23,409.4
15226,311,8,154.41
15227,37,58,1219.4
15228,66,125,3386.71
15230,239,23,429.6
15232,113,31,612.06
15234,277,14,197
15235,218,143,2247.51
15236,299,15,321.05
15237,2,99,1412.32
15238,29,50,1071.99
15239,10,49,780.59
15240,45,78,1706.57
15241,67,110,1756.44
15243,74,22,316.68
15244,65,34,631.57
15245,134,89,2515.84
15246,238,33,514.15
15247,122,6,356
15249,32,350,6688.46
15251,9,111,10484.99
15252,36,44,740.78
15253,16,53,918.2
15254,127,18,300.36
15255,67,47,890.85
15256,149,6,98.45
15257,283,7,317.15
15258,169,34,623.16
15260,100,77,1810.77
15261,135,19,254.82
15262,324,10,178.95
15263,107,12,156.51
15264,64,23,393.74
15265,151,82,1506.12
15266,338,6,119.3
15267,22,11,1717.36
15269,24,2,408.8
15270,16,41,2379.49
15271,7,264,2493.34
15272,57,63,721.94
15274,4,47,716.57
15275,38,41,615.14
15276,66,49,128.63
15277,47,12,255.9
15279,355,19,290.51
15280,172,16,113.12
15281,59,139,2332.15
15286,50,3,240.55
15287,22,20,486.69
15288,43,88,2306.52
15289,29,58,939.78
15290,5,204,7943.22
15291,26,103,4668.3
15292,201,24,178.39
15296,51,194,3672.86
15297,10,39,641.94
15298,2,192,4799.9
15299,67,7,4507.01
15300,64,28,496.44
15301,51,242,5049.95
15303,290,31,574.02
15304,61,23,694.4
15306,64,58,1174.35
15307,96,12,205.3
15308,274,19,310.47
15311,1,2366,60632.75
15312,75,47,924.85
15313,110,1,52
15314,199,24,327.97
15315,64,37,570.5
15316,327,1,165
15318,4,33,312.62
15319,284,16,204.5
15320,44,36,267.13
15321,71,95,2748.31
15322,86,42,679.68
15325,104,48,161.74
15326,334,29,311.71
15327,53,10,208.75
15329,39,57,1049.7
15330,32,13,714.96
15332,366,35,1661.06
15333,208,16,1028.56
15334,157,98,350.82
15335,54,35,170.22
15339,66,86,574.07
15341,81,17,2020.52
15342,130,24,406.09
15343,87,21,364.5
15344,1,26,563.94
15345,46,20,393.54
15346,333,17,252.42
15347,366,5,201.6
15348,72,9,158.04
15349,158,71,463.91
15350,373,5,115.65
15351,12,219,1934.66
15353,255,61,770.12
15355,29,14,277.05
15356,31,499,2718.03
15358,5,551,8347.2
15360,40,13,427.93
15361,362,7,418.92
15363,373,16,326
15364,96,29,913.19
15365,26,114,2314.32
15366,75,44,602.51
15367,57,95,1877.59
15368,21,4,446.94
15370,41,94,2386.05
15372,137,27,2007.4
15373,8,132,2415.91
15374,129,3,168
15376,40,116,1221.56
15379,169,194,3703.29
15380,9,36,1690.26
15381,214,8,596.85
15382,15,302,5955.71
15384,170,41,642.41
15385,40,12,316.88
15386,186,31,394.14
15388,270,10,140.54
15389,172,1,500
15392,5,84,1535.53
15393,16,12,231.86
15394,10,85,2183.54
15395,326,7,107.45
15396,113,14,288.18
15397,290,6,94
15398,16,73,1345.53
15399,1,50,815.77
15400,92,12,716.2
15402,149,42,626.77
15405,189,8,349.1
15406,31,53,510.71
15407,34,148,1046.74
15408,264,34,267.18
15410,84,122,3450.84
15411,26,98,1348.93
15412,171,10,190.53
15414,10,39,774.9
15415,313,47,559.61
15416,65,192,3984.32
15417,85,28,508.8
15419,25,8,135.86
15421,59,53,950.36
15422,323,6,97.7
15423,38,2,43.5
15424,254,17,383.34
15426,19,275,1404.07
15427,33,292,1430.54
15428,15,6,93.78
15429,27,82,397.35
15432,23,10,171.19
15433,214,41,533.3
15434,8,55,1041.48
15435,22,29,149.29
15436,12,291,1067.75
15437,262,45,200.16
15438,131,25,156.58
15440,55,62,383.68
15442,249,2,594
15443,2,372,3213.59
15444,9,214,1411.21
15445,264,5,113.5
15447,331,9,155.17
15448,313,28,494.64
15449,26,60,974.52
15450,30,30,429.84
15452,30,56,528.48
15453,2,279,1371.77
15454,362,25,179.1
15456,283,58,434.59
15457,262,58,237.07
15458,25,7,161.64
15460,354,56,214.26
15462,94,11,234.6
15463,29,7,126.14
15464,338,155,1044.65
15465,20,97,7354.62
15466,85,57,334.53
15467,9,52,524.88
15468,51,24,467.51
15469,50,24,538.55
15471,2,73,454.48
15472,113,76,371.56
15473,14,11,1771.2
15475,77,29,454.11
15478,40,44,1399.92
15480,116,45,905.5
15482,16,97,10879.76
15483,161,84,225.26
15484,1,187,3590.41
15485,30,85,2564.5
15488,93,2,91.32
15489,23,50,1134.28
15491,95,154,3100.09
15492,28,35,659.46
15493,33,289,1953.41
15494,21,122,1280.58
15497,18,15,1262.2
15498,3,512,13316.4
15500,8,68,1131.56
15502,16,213,10384.93
15503,363,66,141.04
15504,81,13,52.83
15505,53,97,3610.96
15506,23,161,972.08
15507,172,45,475.86
15508,189,92,1000.27
15510,331,1,250
15511,12,158,900.53
15512,156,7,121
15513,33,308,14758.22
15514,12,166,4023.72
15516,45,15,62.43
15517,233,27,267.03
15518,64,210,1921.55
15520,2,18,343.5
15521,40,185,3000.2
15522,33,56,397.99
15523,84,10,412.01
15524,25,1,440
15525,2,156,734.37
15526,33,4,148.44
15527,19,162,2428.53
15528,254,26,229.33
15529,23,662,3962.6
15530,22,107,1497.31
15531,8,219,1972.39
15532,25,251,1564.73
15533,19,83,807.57
15535,173,72,502.9
15537,163,24,110.92
15539,7,41,538.46
15540,11,15,213.3
15541,114,29,85.13
15543,288,28,127.86
15544,9,259,3546.71
15545,54,80,288.97
15547,7,695,4910.6
15549,77,114,1681.46
15550,4,61,575.63
15551,37,29,436.06
15552,217,17,90.12
15553,60,55,428.93
15554,278,14,217.2
15555,12,887,4794.86
15556,24,31,279.77
15557,29,19,468.91
15561,12,27,800.59
15562,352,1,134.55
15563,22,113,1400.44
15565,50,8,173.16
15567,19,7,186.01
15568,3,53,758.29
15569,104,31,1375.71
15570,7,319,4148.82
15571,12,57,650.43
15572,5,212,2533.42
15573,32,97,591.19
15574,178,152,675.64
15576,38,43,921.37
15577,151,39,258.88
15578,162,13,127.1
15579,69,48,327.6
15581,121,147,3675.77
15582,25,44,682.91
15584,24,122,720.86
15585,177,31,455.3
15587,50,9,913.68
15589,256,29,478.53
15592,47,24,388.58
15593,71,5,199.8
15594,16,103,1771.78
15596,101,77,1406.59
15597,35,22,324.57
15598,53,14,240.68
15599,27,52,761.74
15601,11,410,6776.56
15602,8,47,1297.87
15603,79,2,48.48
15604,52,17,216.39
15605,36,67,1198.23
15606,61,77,2920.16
15607,337,13,104.76
15608,28,60,1093.68
15609,184,16,298.48
15610,52,6,112.46
15611,10,43,1591.45
15612,36,6,195.15
15615,10,423,10399.74
15618,33,45,776.851
15619,11,3,336.4
15620,57,100,1553.18
15621,4,16,1293.03
15622,43,185,3709.56
15623,141,19,301.03
15624,117,34,588.13
15625,104,64,1534.26
15626,75,49,675.8
15628,5,155,2870.24
15630,45,60,1186.35
15632,16,167,3285.31
15634,17,15,243.55
15636,90,25,724.76
15637,53,15,223.36
15639,134,25,425.32
15640,4,476,12416.11
15641,105,119,1887.2
15643,192,33,664
15644,166,232,803.54
15645,19,52,612.01
15646,158,35,447.64
15648,204,24,639.5
15649,336,2,816
15651,37,32,646.3
15652,91,21,337.74
15653,93,6,877.44
15654,9,21,922.53
15655,243,34,560.67
15656,45,47,748.5
15657,23,1,30
15658,190,48,1024.1
15659,44,11,306.45
15660,25,90,1600.86
15661,317,5,309.8
15663,106,9,138.14
15664,51,17,386.43
15665,168,115,2222.21
15667,40,13,301.32
15668,218,1,76.32
15669,40,33,684.34
15670,297,12,173.05
15671,19,78,2657.13
15673,88,138,2726.23
15674,73,114,2446.6
15675,81,21,323.69
15676,19,202,3435.76
15677,49,33,657.23
15678,53,12,352.7
15679,24,110,781.28
15680,9,78,1333.68
15681,25,53,1426.16
15683,117,10,193.75
15687,9,166,2993.1
15689,120,9,254.1
15690,4,19,239.76
15691,252,2,136.8
15692,28,12,191.04
